# Histgram data:
# Arg. Con.	Freq.

-0.495	0.0
-0.485	0.0
-0.475	0.0
-0.46499999999999997	0.0
-0.455	0.0
-0.445	0.0
-0.435	0.0
-0.425	0.0
-0.415	0.0
-0.405	0.0
-0.395	0.0
-0.385	0.0
-0.375	0.0
-0.365	0.0
-0.355	0.0
-0.345	0.0
-0.33499999999999996	0.0
-0.32499999999999996	0.0
-0.315	0.0
-0.305	0.0
-0.295	0.0
-0.28500000000000003	0.0
-0.275	0.0
-0.265	0.0
-0.255	0.0
-0.245	0.0
-0.235	0.0
-0.22499999999999998	0.0
-0.21499999999999997	0.0
-0.20500000000000002	0.0
-0.195	0.0
-0.185	0.0
-0.175	0.0
-0.16499999999999998	0.0
-0.15499999999999997	0.0
-0.14499999999999996	0.0
-0.135	0.0
-0.125	0.0
-0.11499999999999999	0.0
-0.10499999999999998	0.0
-0.09499999999999997	0.0
-0.08499999999999996	0.0
-0.07500000000000001	0.0
-0.065	0.0
-0.05499999999999999	0.0
-0.044999999999999984	0.0
-0.034999999999999976	0.0
-0.024999999999999967	0.0
-0.015000000000000013	0.0
-0.0050000000000000044	0.0
0.0050000000000000044	1000.0
0.015000000000000013	0.0
0.025000000000000022	0.0
0.03500000000000003	0.0
0.04500000000000004	0.0
0.05500000000000005	0.0
0.06500000000000006	0.0
0.07500000000000007	0.0
0.08499999999999996	0.0
0.09499999999999997	0.0
0.10499999999999998	0.0
0.11499999999999999	0.0
0.125	0.0
0.135	0.0
0.14500000000000002	0.0
0.15500000000000003	0.0
0.16500000000000004	0.0
0.17500000000000004	0.0
0.18500000000000005	0.0
0.19500000000000006	0.0
0.20500000000000007	0.0
0.21499999999999997	0.0
0.22499999999999998	0.0
0.235	0.0
0.245	0.0
0.255	0.0
0.265	0.0
0.275	0.0
0.28500000000000003	0.0
0.29500000000000004	0.0
0.30500000000000005	0.0
0.31500000000000006	0.0
0.32500000000000007	0.0
0.3350000000000001	0.0
0.345	0.0
0.355	0.0
0.365	0.0
0.375	0.0
0.385	0.0
0.395	0.0
0.405	0.0
0.41500000000000004	0.0
0.42500000000000004	0.0
0.43500000000000005	0.0
0.44500000000000006	0.0
0.45500000000000007	0.0
0.46499999999999997	0.0
0.475	0.0
0.485	0.0
0.495	0.0
